entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
soil-0180,soil,Alluvial soil sample 0180,Generated soil record for a greenhouse. Observed pH 5.48 with salinity 13.37.,54.73,1.67,4.57,5.48,13.37,Synthetic soil CSV
soil-0181,soil,Clay loam sample 0181,Generated soil record for a delta. Observed pH 8.0 with salinity 4.02.,49.66,0.58,0.36,8.0,4.02,Synthetic soil CSV
soil-0182,soil,Sandy loam sample 0182,Generated soil record for a delta. Observed pH 5.21 with salinity 9.97.,40.47,1.5,6.09,5.21,9.97,Synthetic soil CSV
soil-0183,soil,Clay loam sample 0183,Generated soil record for a trial plot. Observed pH 4.95 with salinity 8.51.,43.24,1.32,1.35,4.95,8.51,Synthetic soil CSV
soil-0184,soil,Alluvial soil sample 0184,Generated soil record for a trial plot. Observed pH 5.53 with salinity 32.03.,42.68,1.84,6.29,5.53,32.03,Synthetic soil CSV
soil-0185,soil,Silty clay sample 0185,Generated soil record for a delta. Observed pH 6.58 with salinity 10.62.,48.75,2.05,2.74,6.58,10.62,Synthetic soil CSV
soil-0186,soil,Peaty soil sample 0186,Generated soil record for a farm row. Observed pH 6.28 with salinity 36.71.,30.73,0.5,4.84,6.28,36.71,Synthetic soil CSV
soil-0187,soil,Peaty soil sample 0187,Generated soil record for a riverbank. Observed pH 8.36 with salinity 16.76.,36.57,1.63,5.0,8.36,16.76,Synthetic soil CSV
soil-0188,soil,Silty clay sample 0188,Generated soil record for a farm row. Observed pH 6.28 with salinity 5.5.,48.19,0.82,1.91,6.28,5.5,Synthetic soil CSV
soil-0189,soil,Clay loam sample 0189,Generated soil record for a riverbank. Observed pH 7.34 with salinity 35.4.,36.83,1.0,2.74,7.34,35.4,Synthetic soil CSV
soil-0190,soil,Clay loam sample 0190,Generated soil record for a riverbank. Observed pH 8.34 with salinity 27.67.,37.19,0.81,0.97,8.34,27.67,Synthetic soil CSV
soil-0191,soil,Silty clay sample 0191,Generated soil record for a farm row. Observed pH 6.47 with salinity 12.4.,29.14,2.43,2.31,6.47,12.4,Synthetic soil CSV
soil-0192,soil,Clay loam sample 0192,Generated soil record for a coastal belt. Observed pH 8.35 with salinity 3.57.,61.95,2.19,3.4,8.35,3.57,Synthetic soil CSV
soil-0193,soil,Peaty soil sample 0193,Generated soil record for a riverbank. Observed pH 4.93 with salinity 12.28.,49.13,2.14,4.39,4.93,12.28,Synthetic soil CSV
soil-0194,soil,Sandy loam sample 0194,Generated soil record for a riverbank. Observed pH 6.84 with salinity 16.48.,56.9,1.89,2.3,6.84,16.48,Synthetic soil CSV
soil-0195,soil,Clay loam sample 0195,Generated soil record for a greenhouse. Observed pH 4.96 with salinity 24.12.,34.02,0.71,6.14,4.96,24.12,Synthetic soil CSV
soil-0196,soil,Peaty soil sample 0196,Generated soil record for a delta. Observed pH 7.59 with salinity 36.1.,54.77,1.24,6.08,7.59,36.1,Synthetic soil CSV
soil-0197,soil,Sandy loam sample 0197,Generated soil record for a greenhouse. Observed pH 5.0 with salinity 14.16.,29.75,1.56,4.99,5.0,14.16,Synthetic soil CSV
soil-0198,soil,Silty clay sample 0198,Generated soil record for a riverbank. Observed pH 6.09 with salinity 34.91.,35.97,2.3,4.76,6.09,34.91,Synthetic soil CSV
soil-0199,soil,Silty clay sample 0199,Generated soil record for a farm row. Observed pH 7.65 with salinity 9.57.,49.67,2.05,1.27,7.65,9.57,Synthetic soil CSV
soil-0200,soil,Peaty soil sample 0200,Generated soil record for a delta. Observed pH 8.3 with salinity 36.8.,35.19,0.61,4.51,8.3,36.8,Synthetic soil CSV
sim-0001,simulation,OpenFOAM CFD thermal shock case 0001,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 1141.21 C with modeled conductivity 46.621 and structural response 855.75.,1141.21,855.75,46.621,,,OpenFOAM CFD thermal shock case
sim-0002,simulation,OpenFOAM CFD thermal shock case 0002,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 318.93 C with modeled conductivity 161.268 and structural response 522.58.,318.93,522.58,161.268,,,OpenFOAM CFD thermal shock case
sim-0003,simulation,NIST thermodynamic reference case 0003,NIST thermodynamic reference case; high-temperature flow around coated surface. Thermal service window up to 221.83 C with modeled conductivity 84.21 and structural response 1038.11.,221.83,1038.11,84.21,,,NIST thermodynamic reference case
sim-0004,simulation,NASA extreme materials panel 0004,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 313.21 C with modeled conductivity 141.425 and structural response 575.2.,313.21,575.2,141.425,,,NASA extreme materials panel
sim-0005,simulation,OpenFOAM CFD thermal shock case 0005,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 213.57 C with modeled conductivity 72.956 and structural response 591.74.,213.57,591.74,72.956,,,OpenFOAM CFD thermal shock case
sim-0006,simulation,NIST thermodynamic reference case 0006,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 1438.35 C with modeled conductivity 159.334 and structural response 46.86.,1438.35,46.86,159.334,,,NIST thermodynamic reference case
sim-0007,simulation,NASA extreme materials panel 0007,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 1054.28 C with modeled conductivity 1.183 and structural response 209.21.,1054.28,209.21,1.183,,,NASA extreme materials panel
sim-0008,simulation,NASA extreme materials panel 0008,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 1078.29 C with modeled conductivity 100.492 and structural response 1012.13.,1078.29,1012.13,100.492,,,NASA extreme materials panel
sim-0009,simulation,FEA structural heat-load surrogate 0009,FEA structural heat-load surrogate; vacuum and radiation facing material screen. Thermal service window up to 1438.05 C with modeled conductivity 61.688 and structural response 811.01.,1438.05,811.01,61.688,,,FEA structural heat-load surrogate
sim-0010,simulation,NASA extreme materials panel 0010,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 1347.75 C with modeled conductivity 162.283 and structural response 687.92.,1347.75,687.92,162.283,,,NASA extreme materials panel
sim-0011,simulation,NASA extreme materials panel 0011,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 961.36 C with modeled conductivity 108.016 and structural response 704.7.,961.36,704.7,108.016,,,NASA extreme materials panel
sim-0012,simulation,NIST thermodynamic reference case 0012,NIST thermodynamic reference case; vacuum and radiation facing material screen. Thermal service window up to 339.35 C with modeled conductivity 118.725 and structural response 624.81.,339.35,624.81,118.725,,,NIST thermodynamic reference case
sim-0013,simulation,OpenFOAM CFD thermal shock case 0013,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 720.04 C with modeled conductivity 54.357 and structural response 1090.84.,720.04,1090.84,54.357,,,OpenFOAM CFD thermal shock case
sim-0014,simulation,OpenFOAM CFD thermal shock case 0014,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 857.51 C with modeled conductivity 171.893 and structural response 846.0.,857.51,846.0,171.893,,,OpenFOAM CFD thermal shock case
sim-0015,simulation,FEA structural heat-load surrogate 0015,FEA structural heat-load surrogate; thermal expansion under desert-day swing. Thermal service window up to 1035.84 C with modeled conductivity 154.495 and structural response 94.86.,1035.84,94.86,154.495,,,FEA structural heat-load surrogate
sim-0016,simulation,NASA extreme materials panel 0016,NASA extreme materials panel; high-temperature flow around coated surface. Thermal service window up to 1447.58 C with modeled conductivity 83.361 and structural response 935.77.,1447.58,935.77,83.361,,,NASA extreme materials panel
sim-0017,simulation,OpenFOAM CFD thermal shock case 0017,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 709.09 C with modeled conductivity 160.256 and structural response 1139.27.,709.09,1139.27,160.256,,,OpenFOAM CFD thermal shock case
sim-0018,simulation,OpenFOAM CFD thermal shock case 0018,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 963.34 C with modeled conductivity 111.796 and structural response 337.48.,963.34,337.48,111.796,,,OpenFOAM CFD thermal shock case
sim-0019,simulation,OpenFOAM CFD thermal shock case 0019,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1192.71 C with modeled conductivity 18.805 and structural response 693.39.,1192.71,693.39,18.805,,,OpenFOAM CFD thermal shock case
sim-0020,simulation,OpenFOAM CFD thermal shock case 0020,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 234.73 C with modeled conductivity 144.522 and structural response 216.94.,234.73,216.94,144.522,,,OpenFOAM CFD thermal shock case
sim-0021,simulation,FEA structural heat-load surrogate 0021,FEA structural heat-load surrogate; high-temperature flow around coated surface. Thermal service window up to 457.91 C with modeled conductivity 105.347 and structural response 281.62.,457.91,281.62,105.347,,,FEA structural heat-load surrogate
sim-0022,simulation,OpenFOAM CFD thermal shock case 0022,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 1037.58 C with modeled conductivity 70.382 and structural response 361.46.,1037.58,361.46,70.382,,,OpenFOAM CFD thermal shock case
sim-0023,simulation,FEA structural heat-load surrogate 0023,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 1380.68 C with modeled conductivity 23.391 and structural response 550.59.,1380.68,550.59,23.391,,,FEA structural heat-load surrogate
sim-0024,simulation,OpenFOAM CFD thermal shock case 0024,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 1014.78 C with modeled conductivity 92.934 and structural response 1041.36.,1014.78,1041.36,92.934,,,OpenFOAM CFD thermal shock case
sim-0025,simulation,FEA structural heat-load surrogate 0025,FEA structural heat-load surrogate; thermal expansion under desert-day swing. Thermal service window up to 754.63 C with modeled conductivity 169.241 and structural response 637.24.,754.63,637.24,169.241,,,FEA structural heat-load surrogate
sim-0026,simulation,NASA extreme materials panel 0026,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 960.29 C with modeled conductivity 91.864 and structural response 984.35.,960.29,984.35,91.864,,,NASA extreme materials panel
sim-0027,simulation,OpenFOAM CFD thermal shock case 0027,OpenFOAM CFD thermal shock case; thermal expansion under desert-day swing. Thermal service window up to 675.55 C with modeled conductivity 124.114 and structural response 727.31.,675.55,727.31,124.114,,,OpenFOAM CFD thermal shock case
sim-0028,simulation,NIST thermodynamic reference case 0028,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 678.89 C with modeled conductivity 12.817 and structural response 499.54.,678.89,499.54,12.817,,,NIST thermodynamic reference case
sim-0029,simulation,FEA structural heat-load surrogate 0029,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 189.18 C with modeled conductivity 58.212 and structural response 505.68.,189.18,505.68,58.212,,,FEA structural heat-load surrogate
sim-0030,simulation,OpenFOAM CFD thermal shock case 0030,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1110.21 C with modeled conductivity 32.825 and structural response 539.05.,1110.21,539.05,32.825,,,OpenFOAM CFD thermal shock case
sim-0031,simulation,FEA structural heat-load surrogate 0031,FEA structural heat-load surrogate; thermal expansion under desert-day swing. Thermal service window up to 1037.68 C with modeled conductivity 90.962 and structural response 281.6.,1037.68,281.6,90.962,,,FEA structural heat-load surrogate
sim-0032,simulation,NASA extreme materials panel 0032,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 319.18 C with modeled conductivity 100.775 and structural response 1008.21.,319.18,1008.21,100.775,,,NASA extreme materials panel
sim-0033,simulation,NASA extreme materials panel 0033,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 615.6 C with modeled conductivity 22.239 and structural response 953.33.,615.6,953.33,22.239,,,NASA extreme materials panel
sim-0034,simulation,NASA extreme materials panel 0034,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 932.54 C with modeled conductivity 30.057 and structural response 351.03.,932.54,351.03,30.057,,,NASA extreme materials panel
sim-0035,simulation,FEA structural heat-load surrogate 0035,FEA structural heat-load surrogate; thermal expansion under desert-day swing. Thermal service window up to 968.14 C with modeled conductivity 36.383 and structural response 939.61.,968.14,939.61,36.383,,,FEA structural heat-load surrogate
sim-0036,simulation,OpenFOAM CFD thermal shock case 0036,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1168.52 C with modeled conductivity 119.496 and structural response 402.67.,1168.52,402.67,119.496,,,OpenFOAM CFD thermal shock case
sim-0037,simulation,OpenFOAM CFD thermal shock case 0037,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 847.78 C with modeled conductivity 123.157 and structural response 728.94.,847.78,728.94,123.157,,,OpenFOAM CFD thermal shock case
sim-0038,simulation,NASA extreme materials panel 0038,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 1295.32 C with modeled conductivity 97.589 and structural response 803.77.,1295.32,803.77,97.589,,,NASA extreme materials panel
sim-0039,simulation,OpenFOAM CFD thermal shock case 0039,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1031.92 C with modeled conductivity 30.432 and structural response 600.26.,1031.92,600.26,30.432,,,OpenFOAM CFD thermal shock case
sim-0040,simulation,NIST thermodynamic reference case 0040,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 583.51 C with modeled conductivity 73.335 and structural response 1169.18.,583.51,1169.18,73.335,,,NIST thermodynamic reference case
sim-0041,simulation,NIST thermodynamic reference case 0041,NIST thermodynamic reference case; high-temperature flow around coated surface. Thermal service window up to 708.85 C with modeled conductivity 104.466 and structural response 76.13.,708.85,76.13,104.466,,,NIST thermodynamic reference case
sim-0042,simulation,OpenFOAM CFD thermal shock case 0042,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 873.35 C with modeled conductivity 3.456 and structural response 1057.11.,873.35,1057.11,3.456,,,OpenFOAM CFD thermal shock case
sim-0043,simulation,FEA structural heat-load surrogate 0043,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 353.17 C with modeled conductivity 177.242 and structural response 894.57.,353.17,894.57,177.242,,,FEA structural heat-load surrogate
sim-0044,simulation,NIST thermodynamic reference case 0044,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 606.99 C with modeled conductivity 63.236 and structural response 437.22.,606.99,437.22,63.236,,,NIST thermodynamic reference case
sim-0045,simulation,NIST thermodynamic reference case 0045,NIST thermodynamic reference case; vacuum and radiation facing material screen. Thermal service window up to 953.06 C with modeled conductivity 72.6 and structural response 429.89.,953.06,429.89,72.6,,,NIST thermodynamic reference case
sim-0046,simulation,NIST thermodynamic reference case 0046,NIST thermodynamic reference case; high-temperature flow around coated surface. Thermal service window up to 474.77 C with modeled conductivity 59.935 and structural response 92.89.,474.77,92.89,59.935,,,NIST thermodynamic reference case
sim-0047,simulation,FEA structural heat-load surrogate 0047,FEA structural heat-load surrogate; high-temperature flow around coated surface. Thermal service window up to 1150.15 C with modeled conductivity 63.771 and structural response 153.92.,1150.15,153.92,63.771,,,FEA structural heat-load surrogate
sim-0048,simulation,OpenFOAM CFD thermal shock case 0048,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1004.79 C with modeled conductivity 62.079 and structural response 244.95.,1004.79,244.95,62.079,,,OpenFOAM CFD thermal shock case
sim-0049,simulation,FEA structural heat-load surrogate 0049,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 400.56 C with modeled conductivity 2.613 and structural response 953.99.,400.56,953.99,2.613,,,FEA structural heat-load surrogate
sim-0050,simulation,OpenFOAM CFD thermal shock case 0050,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 1253.59 C with modeled conductivity 32.095 and structural response 595.55.,1253.59,595.55,32.095,,,OpenFOAM CFD thermal shock case
sim-0051,simulation,FEA structural heat-load surrogate 0051,FEA structural heat-load surrogate; vacuum and radiation facing material screen. Thermal service window up to 1183.57 C with modeled conductivity 41.458 and structural response 272.52.,1183.57,272.52,41.458,,,FEA structural heat-load surrogate
sim-0052,simulation,NIST thermodynamic reference case 0052,NIST thermodynamic reference case; heat flux and structural resilience benchmark. Thermal service window up to 447.89 C with modeled conductivity 70.344 and structural response 178.19.,447.89,178.19,70.344,,,NIST thermodynamic reference case
sim-0053,simulation,OpenFOAM CFD thermal shock case 0053,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 1109.38 C with modeled conductivity 135.358 and structural response 196.06.,1109.38,196.06,135.358,,,OpenFOAM CFD thermal shock case
sim-0054,simulation,OpenFOAM CFD thermal shock case 0054,OpenFOAM CFD thermal shock case; thermal expansion under desert-day swing. Thermal service window up to 429.04 C with modeled conductivity 81.822 and structural response 813.52.,429.04,813.52,81.822,,,OpenFOAM CFD thermal shock case
sim-0055,simulation,NASA extreme materials panel 0055,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 408.42 C with modeled conductivity 132.199 and structural response 756.02.,408.42,756.02,132.199,,,NASA extreme materials panel
sim-0056,simulation,NIST thermodynamic reference case 0056,NIST thermodynamic reference case; vacuum and radiation facing material screen. Thermal service window up to 1133.83 C with modeled conductivity 146.309 and structural response 767.65.,1133.83,767.65,146.309,,,NIST thermodynamic reference case
sim-0057,simulation,NASA extreme materials panel 0057,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 562.6 C with modeled conductivity 131.488 and structural response 565.43.,562.6,565.43,131.488,,,NASA extreme materials panel
sim-0058,simulation,FEA structural heat-load surrogate 0058,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 360.8 C with modeled conductivity 14.327 and structural response 832.91.,360.8,832.91,14.327,,,FEA structural heat-load surrogate
sim-0059,simulation,FEA structural heat-load surrogate 0059,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 224.23 C with modeled conductivity 14.457 and structural response 988.93.,224.23,988.93,14.457,,,FEA structural heat-load surrogate
sim-0060,simulation,FEA structural heat-load surrogate 0060,FEA structural heat-load surrogate; high-temperature flow around coated surface. Thermal service window up to 938.74 C with modeled conductivity 21.686 and structural response 891.07.,938.74,891.07,21.686,,,FEA structural heat-load surrogate
sim-0061,simulation,OpenFOAM CFD thermal shock case 0061,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 1058.64 C with modeled conductivity 36.262 and structural response 986.36.,1058.64,986.36,36.262,,,OpenFOAM CFD thermal shock case
sim-0062,simulation,OpenFOAM CFD thermal shock case 0062,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 971.58 C with modeled conductivity 23.813 and structural response 136.65.,971.58,136.65,23.813,,,OpenFOAM CFD thermal shock case
sim-0063,simulation,OpenFOAM CFD thermal shock case 0063,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 1033.33 C with modeled conductivity 174.188 and structural response 1160.27.,1033.33,1160.27,174.188,,,OpenFOAM CFD thermal shock case
sim-0064,simulation,NIST thermodynamic reference case 0064,NIST thermodynamic reference case; heat flux and structural resilience benchmark. Thermal service window up to 573.53 C with modeled conductivity 105.727 and structural response 754.31.,573.53,754.31,105.727,,,NIST thermodynamic reference case
sim-0065,simulation,NASA extreme materials panel 0065,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 1293.54 C with modeled conductivity 93.138 and structural response 241.34.,1293.54,241.34,93.138,,,NASA extreme materials panel
sim-0066,simulation,NASA extreme materials panel 0066,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 335.16 C with modeled conductivity 153.499 and structural response 618.73.,335.16,618.73,153.499,,,NASA extreme materials panel
sim-0067,simulation,NIST thermodynamic reference case 0067,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 671.57 C with modeled conductivity 160.163 and structural response 186.2.,671.57,186.2,160.163,,,NIST thermodynamic reference case
sim-0068,simulation,OpenFOAM CFD thermal shock case 0068,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 519.27 C with modeled conductivity 171.094 and structural response 548.84.,519.27,548.84,171.094,,,OpenFOAM CFD thermal shock case
sim-0069,simulation,OpenFOAM CFD thermal shock case 0069,OpenFOAM CFD thermal shock case; vacuum and radiation facing material screen. Thermal service window up to 838.7 C with modeled conductivity 55.475 and structural response 464.46.,838.7,464.46,55.475,,,OpenFOAM CFD thermal shock case
sim-0070,simulation,OpenFOAM CFD thermal shock case 0070,OpenFOAM CFD thermal shock case; thermal expansion under desert-day swing. Thermal service window up to 1438.09 C with modeled conductivity 77.644 and structural response 203.31.,1438.09,203.31,77.644,,,OpenFOAM CFD thermal shock case
sim-0071,simulation,OpenFOAM CFD thermal shock case 0071,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 308.04 C with modeled conductivity 8.494 and structural response 820.51.,308.04,820.51,8.494,,,OpenFOAM CFD thermal shock case
sim-0072,simulation,NIST thermodynamic reference case 0072,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 1177.49 C with modeled conductivity 46.698 and structural response 410.46.,1177.49,410.46,46.698,,,NIST thermodynamic reference case
sim-0073,simulation,NASA extreme materials panel 0073,NASA extreme materials panel; vacuum and radiation facing material screen. Thermal service window up to 392.74 C with modeled conductivity 11.615 and structural response 113.34.,392.74,113.34,11.615,,,NASA extreme materials panel
sim-0074,simulation,FEA structural heat-load surrogate 0074,FEA structural heat-load surrogate; high-temperature flow around coated surface. Thermal service window up to 206.37 C with modeled conductivity 160.972 and structural response 1048.06.,206.37,1048.06,160.972,,,FEA structural heat-load surrogate
sim-0075,simulation,OpenFOAM CFD thermal shock case 0075,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 331.34 C with modeled conductivity 24.05 and structural response 704.49.,331.34,704.49,24.05,,,OpenFOAM CFD thermal shock case
sim-0076,simulation,NASA extreme materials panel 0076,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 166.61 C with modeled conductivity 0.904 and structural response 666.66.,166.61,666.66,0.904,,,NASA extreme materials panel
sim-0077,simulation,OpenFOAM CFD thermal shock case 0077,OpenFOAM CFD thermal shock case; thermal expansion under desert-day swing. Thermal service window up to 242.4 C with modeled conductivity 178.99 and structural response 1082.91.,242.4,1082.91,178.99,,,OpenFOAM CFD thermal shock case
sim-0078,simulation,NIST thermodynamic reference case 0078,NIST thermodynamic reference case; heat flux and structural resilience benchmark. Thermal service window up to 887.04 C with modeled conductivity 152.807 and structural response 1120.41.,887.04,1120.41,152.807,,,NIST thermodynamic reference case
sim-0079,simulation,FEA structural heat-load surrogate 0079,FEA structural heat-load surrogate; vacuum and radiation facing material screen. Thermal service window up to 526.16 C with modeled conductivity 81.315 and structural response 965.75.,526.16,965.75,81.315,,,FEA structural heat-load surrogate
sim-0080,simulation,NIST thermodynamic reference case 0080,NIST thermodynamic reference case; high-temperature flow around coated surface. Thermal service window up to 907.17 C with modeled conductivity 39.591 and structural response 568.33.,907.17,568.33,39.591,,,NIST thermodynamic reference case
sim-0081,simulation,NASA extreme materials panel 0081,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 876.63 C with modeled conductivity 69.222 and structural response 919.99.,876.63,919.99,69.222,,,NASA extreme materials panel
sim-0082,simulation,NIST thermodynamic reference case 0082,NIST thermodynamic reference case; heat flux and structural resilience benchmark. Thermal service window up to 546.93 C with modeled conductivity 174.184 and structural response 622.18.,546.93,622.18,174.184,,,NIST thermodynamic reference case
sim-0083,simulation,OpenFOAM CFD thermal shock case 0083,OpenFOAM CFD thermal shock case; heat flux and structural resilience benchmark. Thermal service window up to 191.61 C with modeled conductivity 70.987 and structural response 788.05.,191.61,788.05,70.987,,,OpenFOAM CFD thermal shock case
sim-0084,simulation,FEA structural heat-load surrogate 0084,FEA structural heat-load surrogate; vacuum and radiation facing material screen. Thermal service window up to 472.7 C with modeled conductivity 41.239 and structural response 60.98.,472.7,60.98,41.239,,,FEA structural heat-load surrogate
sim-0085,simulation,NASA extreme materials panel 0085,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 793.16 C with modeled conductivity 8.147 and structural response 579.38.,793.16,579.38,8.147,,,NASA extreme materials panel
sim-0086,simulation,NIST thermodynamic reference case 0086,NIST thermodynamic reference case; vacuum and radiation facing material screen. Thermal service window up to 880.02 C with modeled conductivity 69.694 and structural response 814.57.,880.02,814.57,69.694,,,NIST thermodynamic reference case
sim-0087,simulation,NIST thermodynamic reference case 0087,NIST thermodynamic reference case; heat flux and structural resilience benchmark. Thermal service window up to 311.01 C with modeled conductivity 119.022 and structural response 1025.77.,311.01,1025.77,119.022,,,NIST thermodynamic reference case
sim-0088,simulation,FEA structural heat-load surrogate 0088,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 1025.04 C with modeled conductivity 11.673 and structural response 709.14.,1025.04,709.14,11.673,,,FEA structural heat-load surrogate
sim-0089,simulation,NASA extreme materials panel 0089,NASA extreme materials panel; thermal expansion under desert-day swing. Thermal service window up to 649.16 C with modeled conductivity 52.017 and structural response 80.03.,649.16,80.03,52.017,,,NASA extreme materials panel
sim-0090,simulation,NIST thermodynamic reference case 0090,NIST thermodynamic reference case; high-temperature flow around coated surface. Thermal service window up to 666.53 C with modeled conductivity 152.194 and structural response 368.83.,666.53,368.83,152.194,,,NIST thermodynamic reference case
sim-0091,simulation,OpenFOAM CFD thermal shock case 0091,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 882.32 C with modeled conductivity 36.458 and structural response 1137.21.,882.32,1137.21,36.458,,,OpenFOAM CFD thermal shock case
sim-0092,simulation,NIST thermodynamic reference case 0092,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 1007.01 C with modeled conductivity 119.488 and structural response 1002.25.,1007.01,1002.25,119.488,,,NIST thermodynamic reference case
sim-0093,simulation,NASA extreme materials panel 0093,NASA extreme materials panel; heat flux and structural resilience benchmark. Thermal service window up to 1216.93 C with modeled conductivity 164.718 and structural response 1143.11.,1216.93,1143.11,164.718,,,NASA extreme materials panel
sim-0094,simulation,OpenFOAM CFD thermal shock case 0094,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 544.2 C with modeled conductivity 23.337 and structural response 788.42.,544.2,788.42,23.337,,,OpenFOAM CFD thermal shock case
sim-0095,simulation,OpenFOAM CFD thermal shock case 0095,OpenFOAM CFD thermal shock case; high-temperature flow around coated surface. Thermal service window up to 215.47 C with modeled conductivity 40.501 and structural response 530.79.,215.47,530.79,40.501,,,OpenFOAM CFD thermal shock case
sim-0096,simulation,NIST thermodynamic reference case 0096,NIST thermodynamic reference case; vacuum and radiation facing material screen. Thermal service window up to 1014.21 C with modeled conductivity 39.402 and structural response 302.63.,1014.21,302.63,39.402,,,NIST thermodynamic reference case
sim-0097,simulation,NIST thermodynamic reference case 0097,NIST thermodynamic reference case; thermal expansion under desert-day swing. Thermal service window up to 1200.45 C with modeled conductivity 1.833 and structural response 342.13.,1200.45,342.13,1.833,,,NIST thermodynamic reference case
sim-0098,simulation,OpenFOAM CFD thermal shock case 0098,OpenFOAM CFD thermal shock case; thermal expansion under desert-day swing. Thermal service window up to 132.08 C with modeled conductivity 19.746 and structural response 199.94.,132.08,199.94,19.746,,,OpenFOAM CFD thermal shock case
sim-0099,simulation,FEA structural heat-load surrogate 0099,FEA structural heat-load surrogate; heat flux and structural resilience benchmark. Thermal service window up to 1318.94 C with modeled conductivity 118.092 and structural response 53.31.,1318.94,53.31,118.092,,,FEA structural heat-load surrogate
sim-0100,simulation,NASA extreme materials panel 0100,NASA extreme materials panel; high-temperature flow around coated surface. Thermal service window up to 123.57 C with modeled conductivity 81.643 and structural response 214.15.,123.57,214.15,81.643,,,NASA extreme materials panel
